customer_name,customer_key,custome_number,Age,Age_group,cx_segment,last_order_date,recency,total_orders,total_sales,total_quantity,total_products,lifespan,AOV,AMS
Hannah Griffin,9515,AW00020514,73,50 and Above,Regular,2013-09-25,143,1,50,3,3,143,50,0.34965034965035
Hannah Hall,2925,AW00013924,46,40 - 49,Regular,2013-06-28,146,1,30,2,2,146,30,0.205479452054795
Hannah Harris,15607,AW00026606,51,50 and Above,Regular,2013-06-26,146,2,2890,6,6,158,1445,18.2911392405063
Hannah Hayes,10657,AW00021656,57,50 and Above,Regular,2013-08-16,144,1,57,2,2,144,57,0.395833333333333
Hannah Henderson,3571,AW00014570,49,40 - 49,Regular,2013-05-05,147,1,40,2,2,147,40,0.272108843537415
Hannah Jackson,2144,AW00013143,45,40 - 49,Regular,2013-08-02,144,1,2405,3,3,144,2405,16.7013888888889
Hannah Jenkins,9402,AW00020401,78,50 and Above,Regular,2013-07-23,145,1,1184,4,4,145,1184,8.16551724137931
Hannah Johnson,14764,AW00025763,51,50 and Above,Regular,2014-01-19,139,1,39,3,3,139,39,0.280575539568345
Hannah Jones,12021,AW00023020,57,50 and Above,Regular,2014-01-04,139,1,107,6,6,139,107,0.76978417266187
Hannah Lee,4714,AW00015713,72,50 and Above,Regular,2013-11-28,141,2,38,2,2,141,19,0.269503546099291
Hannah Lewis,15562,AW00026561,63,50 and Above,Regular,2013-12-15,140,2,1337,4,4,158,668,8.4620253164557
Hannah Long,158,AW00011157,45,40 - 49,Regular,2013-09-11,143,2,41,3,3,145,20,0.282758620689655
Hannah Martinez,13667,AW00024666,72,50 and Above,Regular,2013-11-17,141,2,4370,3,3,164,2185,26.6463414634146
Hannah Moore,3025,AW00014024,44,40 - 49,Regular,2013-04-05,148,2,1902,5,5,162,951,11.7407407407407
Hannah Patterson,816,AW00011815,44,40 - 49,VIP,2013-02-24,150,2,5948,5,5,166,2974,35.8313253012048
Hannah Powell,13632,AW00024631,81,50 and Above,Regular,2013-11-19,141,1,146,5,5,141,146,1.0354609929078
Hannah Price,2169,AW00013168,46,40 - 49,Regular,2013-09-26,143,1,75,3,3,143,75,0.524475524475524
Hannah Robinson,14925,AW00025924,41,40 - 49,VIP,2013-07-24,145,2,5819,3,3,171,2909,34.0292397660819
Hannah Rodriguez,2287,AW00013286,51,50 and Above,Regular,2013-05-26,147,2,4517,4,4,162,2258,27.8827160493827
Hannah Ross,7473,AW00018472,45,40 - 49,Regular,2014-01-04,139,1,79,3,3,139,79,0.568345323741007
Hannah Russell,11188,AW00022187,46,40 - 49,Regular,2014-01-01,139,1,32,2,2,139,32,0.23021582733813
Hannah Smith,14266,AW00025265,41,40 - 49,Regular,2013-03-19,149,1,55,2,2,149,55,0.369127516778524
Hannah Thomas,3296,AW00014295,62,50 and Above,Regular,2013-05-28,147,1,57,2,2,147,57,0.387755102040816
Hannah Thompson,15263,AW00026262,58,50 and Above,Regular,2013-06-17,146,1,69,3,3,146,69,0.472602739726027
Hannah Walker,18003,AW00029002,72,50 and Above,Regular,2013-03-19,149,1,68,3,3,149,68,0.456375838926175
Hannah Washington,18131,AW00029130,62,50 and Above,Regular,2013-02-06,150,1,7,2,2,150,7,0.0466666666666667
Hannah Williams,17105,AW00028104,42,40 - 49,Regular,2013-11-29,141,1,7,2,2,141,7,0.049645390070922
Hannah Wilson,13088,AW00024087,50,50 and Above,Regular,2013-11-26,141,1,39,2,2,141,39,0.276595744680851
Hannah Wood,1718,AW00012717,46,40 - 49,VIP,2013-11-06,141,2,5883,3,3,166,2941,35.4397590361446
Hany Morcos,9822,AW00020821,41,40 - 49,Regular,2013-03-29,149,2,4118,2,2,164,2059,25.109756097561
Harold Arun,12668,AW00023667,71,50 and Above,Regular,2013-12-22,140,1,2398,3,3,140,2398,17.1285714285714
Harold Chandra,6237,AW00017236,45,40 - 49,Regular,2013-07-27,145,2,86,3,3,145,43,0.593103448275862
Harold Fernandez,18360,AW00029359,51,50 and Above,Regular,2013-11-13,141,1,2453,4,4,141,2453,17.3971631205674
Harold Garcia,3088,AW00014087,83,50 and Above,Regular,2013-07-08,145,3,342,5,5,150,114,2.28
Harold Kapoor,14773,AW00025772,63,50 and Above,Regular,2013-08-05,144,1,75,2,2,144,75,0.520833333333333
Harold Lopez,15914,AW00026913,81,50 and Above,Regular,2013-06-29,146,1,608,4,4,146,608,4.16438356164384
Harold Madan,12939,AW00023938,56,50 and Above,Regular,2013-06-11,146,1,1120,1,1,146,1120,7.67123287671233
Harold Malhotra,4228,AW00015227,57,50 and Above,Regular,2013-10-28,142,2,4470,6,5,153,2235,29.2156862745098
Harold Martinez,9605,AW00020604,46,40 - 49,Regular,2013-08-31,144,1,94,2,2,144,94,0.652777777777778
Harold McDonald,4052,AW00015051,60,50 and Above,VIP,2013-11-30,141,3,6650,4,4,168,2216,39.5833333333333
Harold Patel,13586,AW00024585,44,40 - 49,Regular,2013-07-02,145,2,3366,5,5,152,1683,22.1447368421053
Harold Perez,17989,AW00028988,76,50 and Above,Regular,2011-06-01,170,1,3578,1,1,170,3578,21.0470588235294
Harold Prasad,8609,AW00019608,43,40 - 49,Regular,2013-07-31,145,2,68,5,5,145,34,0.468965517241379
Harold Raman,17485,AW00028484,40,40 - 49,Regular,2013-05-28,147,1,778,4,4,147,778,5.29251700680272
Harold Ray,2517,AW00013516,78,50 and Above,Regular,2013-08-16,144,2,44,3,3,145,22,0.303448275862069
Harold Rodriguez,10185,AW00021184,51,50 and Above,Regular,2013-08-27,144,1,75,3,3,144,75,0.520833333333333
Harold Sai,27,AW00011026,74,50 and Above,VIP,2013-10-15,142,3,6575,7,7,175,2191,37.5714285714286
Harold Sanchez,14258,AW00025257,39,30 - 39,Regular,2013-07-06,145,1,147,3,3,145,147,1.01379310344828
Harold Sara,11698,AW00022697,43,40 - 49,Regular,2013-03-06,149,1,84,3,3,149,84,0.563758389261745
Harold Subram,12904,AW00023903,52,50 and Above,Regular,2013-08-06,144,1,540,1,1,144,540,3.75
Heather Cai,16129,AW00027128,45,40 - 49,Regular,2013-02-22,150,1,1155,2,2,150,1155,7.7
Heather Chen,18409,AW00029408,40,40 - 49,Regular,2013-07-31,145,1,54,1,1,145,54,0.372413793103448
Heather Gao,8062,AW00019061,68,50 and Above,Regular,2013-08-09,144,1,65,3,3,144,65,0.451388888888889
Heather He,11450,AW00022449,45,40 - 49,Regular,2013-02-24,150,1,2515,4,4,150,2515,16.7666666666667
Heather Hu,13124,AW00024123,44,40 - 49,Regular,2013-07-07,145,1,7,2,2,145,7,0.0482758620689655
Heather Huang,15277,AW00026276,62,50 and Above,Regular,2013-11-18,141,2,3362,5,5,163,1681,20.6257668711656
Heather Li,1804,AW00012803,52,50 and Above,Regular,2014-01-15,139,2,144,8,8,147,72,0.979591836734694
Heather Liang,9553,AW00020552,57,50 and Above,Regular,2013-12-03,140,2,3034,4,4,170,1517,17.8470588235294
Heather Lin,4719,AW00015718,44,40 - 49,Regular,2013-12-19,140,2,64,3,3,143,32,0.447552447552448
Heather Lu,3544,AW00014543,62,50 and Above,Regular,2013-07-05,145,1,42,3,3,145,42,0.289655172413793
Heather Ma,6640,AW00017639,42,40 - 49,Regular,2013-07-18,145,2,3075,4,4,157,1537,19.5859872611465
Heather Sun,17730,AW00028729,39,30 - 39,Regular,2013-04-07,148,1,2452,4,4,148,2452,16.5675675675676
Heather Wang,1500,AW00012499,41,40 - 49,Regular,2013-08-27,144,2,4379,3,3,155,2189,28.2516129032258
Heather Wu,8262,AW00019261,80,50 and Above,Regular,2013-09-11,143,1,83,3,3,143,83,0.58041958041958
Heather Xu,15881,AW00026880,44,40 - 49,Regular,2013-08-23,144,1,23,2,2,144,23,0.159722222222222
Heather Yang,7276,AW00018275,57,50 and Above,VIP,2013-02-04,150,2,6021,2,2,171,3010,35.2105263157895
Heather Zeng,7288,AW00018287,87,50 and Above,Regular,2013-03-19,149,2,72,5,4,150,36,0.48
Heather Zhang,5655,AW00016654,41,40 - 49,Regular,2013-08-07,144,2,3056,4,4,149,1528,20.510067114094
Heather Zhao,13597,AW00024596,46,40 - 49,Regular,2013-12-13,140,2,4168,3,3,152,2084,27.4210526315789
Heather Zheng,1712,AW00012711,47,40 - 49,VIP,2013-11-04,141,2,5963,4,4,166,2981,35.921686746988
Heather Zhou,13915,AW00024914,43,40 - 49,Regular,2013-05-02,147,2,2149,4,3,158,1074,13.6012658227848
Heather Zhu,11427,AW00022426,54,50 and Above,Regular,2013-06-26,146,1,554,3,3,146,554,3.79452054794521
Hector Alonso,1135,AW00012134,59,50 and Above,Regular,2013-10-09,142,2,97,5,5,145,48,0.668965517241379
Hector Blanco,11939,AW00022938,58,50 and Above,Regular,2013-12-11,140,2,4173,4,4,158,2086,26.4113924050633
Hector Carlson,17998,AW00028997,72,50 and Above,Regular,2011-06-03,170,1,3578,1,1,170,3578,21.0470588235294
Hector Diaz,15837,AW00026836,55,50 and Above,Regular,2014-01-12,139,1,39,2,2,139,39,0.280575539568345
Hector Gill,15188,AW00026187,80,50 and Above,Regular,2013-09-20,143,2,1932,4,4,160,966,12.075
Hector Gomez,18338,AW00029337,82,50 and Above,Regular,2013-05-15,147,1,50,1,1,147,50,0.340136054421769
Hector Gutierrez,15424,AW00026423,44,40 - 49,Regular,2013-11-09,141,2,2002,4,4,159,1001,12.5911949685535
Hector Hernandez,16609,AW00027608,58,50 and Above,Regular,2013-11-04,141,1,34,2,2,141,34,0.24113475177305
Hector Jimenez,15258,AW00026257,65,50 and Above,Regular,2013-09-03,143,1,83,5,5,143,83,0.58041958041958
Hector Martin,16861,AW00027860,40,40 - 49,Regular,2013-12-21,140,1,615,3,3,140,615,4.39285714285714
Hector Moreno,10184,AW00021183,51,50 and Above,Regular,2013-08-14,144,2,4658,3,3,163,2329,28.5766871165644
Hector Mu├▒oz,3829,AW00014828,40,40 - 49,Regular,2013-04-14,148,1,76,2,2,148,76,0.513513513513513
Hector Navarro,12908,AW00023907,52,50 and Above,Regular,2013-05-05,147,1,1120,1,1,147,1120,7.61904761904762
Hector Ortega,5055,AW00016054,64,50 and Above,Regular,2013-12-18,140,3,3759,6,6,163,1253,23.0613496932515
Hector Ramos,4668,AW00015667,49,40 - 49,Regular,2013-11-14,141,2,3125,4,4,163,1562,19.1717791411043
Hector Romero,14300,AW00025299,39,30 - 39,Regular,2013-04-06,148,1,5,1,1,148,5,0.0337837837837838
Hector Ruiz,16593,AW00027592,52,50 and Above,Regular,2013-08-10,144,1,5,1,1,144,5,0.0347222222222222
Hector Sanz,16345,AW00027344,45,40 - 49,Regular,2013-05-21,147,1,70,1,1,147,70,0.476190476190476
Hector Serrano,17309,AW00028308,51,50 and Above,Regular,2013-05-03,147,1,589,4,4,147,589,4.00680272108844
Hector Suarez,4035,AW00015034,40,40 - 49,Regular,2013-11-24,141,2,103,5,5,149,51,0.691275167785235
Hector Torres,6701,AW00017700,47,40 - 49,Regular,2013-01-18,151,2,2806,4,4,157,1403,17.8726114649682
Hector Vazquez,8773,AW00019772,60,50 and Above,VIP,2013-05-18,147,2,6030,3,3,167,3015,36.1077844311377
Heidi Arun,9150,AW00020149,77,50 and Above,Regular,2013-08-06,144,2,3165,5,5,173,1582,18.2947976878613
Heidi Chandra,14994,AW00025993,48,40 - 49,Regular,2013-10-03,142,2,4648,5,5,168,2324,27.6666666666667
Heidi Fernandez,11799,AW00022798,62,50 and Above,Regular,2013-05-07,147,1,25,1,1,147,25,0.170068027210884
Heidi Garcia,4683,AW00015682,76,50 and Above,Regular,2014-01-11,139,1,70,1,1,139,70,0.503597122302158
Heidi Gonzalez,2158,AW00013157,80,50 and Above,Regular,2014-01-06,139,2,60,2,2,144,30,0.416666666666667
Heidi Kapoor,6938,AW00017937,59,50 and Above,Regular,2013-08-05,144,2,3069,4,4,155,1534,19.8
Heidi Lopez,53,AW00011052,68,50 and Above,VIP,2013-05-27,147,3,8131,7,7,174,2710,46.7298850574713
Heidi Malhotra,15427,AW00026426,44,40 - 49,Regular,2013-12-05,140,1,70,1,1,140,70,0.5
Heidi Martinez,11923,AW00022922,51,50 and Above,Regular,2013-07-27,145,1,69,3,3,145,69,0.475862068965517
Heidi Mehta,3227,AW00014226,47,40 - 49,VIP,2013-09-06,143,3,5656,6,6,155,1885,36.4903225806452
Heidi Patel,12226,AW00023225,46,40 - 49,Regular,2013-02-08,150,1,1184,4,4,150,1184,7.89333333333333
Heidi Perez,13222,AW00024221,52,50 and Above,Regular,2013-12-05,140,1,554,3,3,140,554,3.95714285714286
Heidi Prasad,5198,AW00016197,42,40 - 49,Regular,2013-10-31,142,2,2757,3,3,161,1378,17.1242236024845
Heidi Raman,10801,AW00021800,69,50 and Above,Regular,2013-09-04,143,1,65,3,3,143,65,0.454545454545455
Heidi Rana,11476,AW00022475,48,40 - 49,Regular,2013-04-10,148,1,99,4,4,148,99,0.668918918918919
Heidi Rodriguez,14121,AW00025120,45,40 - 49,Regular,2013-06-16,146,2,2155,3,2,155,1077,13.9032258064516
Heidi Sai,11738,AW00022737,76,50 and Above,Regular,2013-06-13,146,1,165,5,5,146,165,1.13013698630137
Heidi Sanchez,17439,AW00028438,44,40 - 49,Regular,2013-12-04,140,1,575,2,2,140,575,4.10714285714286
Heidi Sara,8473,AW00019472,51,50 and Above,Regular,2013-03-11,149,2,1854,3,3,166,927,11.1686746987952
Heidi Srini,14526,AW00025525,44,40 - 49,Regular,2013-11-25,141,1,663,6,6,141,663,4.70212765957447
Heidi Subram,606,AW00011605,43,40 - 49,Regular,2013-02-28,150,2,4344,2,2,161,2172,26.9813664596273
Heidi Suri,7481,AW00018480,46,40 - 49,Regular,2013-12-18,140,1,2330,2,2,140,2330,16.6428571428571
Heidi Vance,3772,AW00014771,51,50 and Above,VIP,2013-10-17,142,3,6689,6,6,170,2229,39.3470588235294
Henry Arun,16178,AW00027177,49,40 - 49,Regular,2013-12-03,140,1,28,2,2,140,28,0.2
Henry Chapman,1400,AW00012399,48,40 - 49,Regular,2013-08-23,144,1,59,4,4,144,59,0.409722222222222
Henry Fernandez,3780,AW00014779,47,40 - 49,Regular,2013-10-16,142,2,3262,3,3,160,1631,20.3875
Henry Garcia,288,AW00011287,59,50 and Above,Regular,2014-01-28,139,27,1165,62,23,151,43,7.71523178807947
Henry Gonzalez,15225,AW00026224,42,40 - 49,Regular,2013-03-04,149,1,777,2,2,149,777,5.21476510067114
Henry Kapoor,9716,AW00020715,48,40 - 49,Regular,2013-08-08,144,1,196,4,4,144,196,1.36111111111111
Henry Lopez,11011,AW00022010,44,40 - 49,Regular,2013-10-28,142,1,50,3,3,142,50,0.352112676056338
Henry Madan,6284,AW00017283,52,50 and Above,Regular,2014-01-27,139,2,147,6,6,145,73,1.01379310344828
Henry Martinez,8739,AW00019738,79,50 and Above,Regular,2013-07-31,145,1,605,4,4,145,605,4.17241379310345
Henry Mehta,6870,AW00017869,47,40 - 49,Regular,2013-09-06,143,1,1760,3,3,143,1760,12.3076923076923
Henry Nelson,8395,AW00019394,59,50 and Above,Regular,2013-06-12,146,1,1155,2,2,146,1155,7.91095890410959
Henry Patel,3181,AW00014180,74,50 and Above,Regular,2013-05-09,147,1,33,1,1,147,33,0.224489795918367
Henry Perez,15753,AW00026752,54,50 and Above,Regular,2013-10-06,142,2,1917,4,4,156,958,12.2884615384615
Henry Prasad,13365,AW00024364,50,50 and Above,Regular,2013-11-26,141,2,3966,5,5,153,1983,25.921568627451
Henry Raman,13398,AW00024397,54,50 and Above,Regular,2013-03-02,149,1,39,3,3,149,39,0.261744966442953
Henry Rana,16343,AW00027342,43,40 - 49,Regular,2013-05-16,147,2,1348,4,4,153,674,8.81045751633987
Henry Sanchez,15969,AW00026968,51,50 and Above,Regular,2013-09-16,143,1,79,2,2,143,79,0.552447552447552
Henry Sara,9893,AW00020892,52,50 and Above,Regular,2013-10-07,142,2,3240,4,4,157,1620,20.6369426751592
Henry Stone,17793,AW00028792,62,50 and Above,Regular,2011-05-06,171,1,3578,1,1,171,3578,20.9239766081871
Henry Sullivan,9604,AW00020603,44,40 - 49,Regular,2013-04-22,148,1,23,2,2,148,23,0.155405405405405
Henry Suri,10684,AW00021683,43,40 - 49,Regular,2013-07-01,145,1,1779,3,3,145,1779,12.2689655172414
Henry Vance,16987,AW00027986,50,50 and Above,Regular,2013-12-09,140,1,554,3,3,140,554,3.95714285714286
Henry Young,1404,AW00012403,49,40 - 49,Regular,2013-11-20,141,1,67,3,3,141,67,0.475177304964539
Henry Zimmerman,11193,AW00022192,43,40 - 49,Regular,2013-06-24,146,1,85,3,3,146,85,0.582191780821918
Holly Arun,16155,AW00027154,45,40 - 49,Regular,2013-10-20,142,1,1229,3,3,142,1229,8.65492957746479
Holly Chandra,6772,AW00017771,62,50 and Above,Regular,2013-02-06,150,1,70,3,3,150,70,0.466666666666667
Holly Fernandez,1676,AW00012675,41,40 - 49,VIP,2013-09-14,143,3,6812,5,5,162,2270,42.0493827160494
Holly Garcia,15559,AW00026558,70,50 and Above,Regular,2013-07-09,145,1,6,2,2,145,6,0.0413793103448276
Holly Lopez,15877,AW00026876,42,40 - 49,Regular,2013-06-12,146,1,589,4,4,146,589,4.03424657534247
Holly Malhotra,15354,AW00026353,51,50 and Above,Regular,2013-11-04,141,1,1774,5,5,141,1774,12.5815602836879
Holly Martinez,8629,AW00019628,63,50 and Above,VIP,2013-05-08,147,2,6035,4,4,168,3017,35.9226190476191
Holly Mehta,1181,AW00012180,83,50 and Above,VIP,2013-07-04,145,2,5930,4,4,164,2965,36.1585365853659
Holly Perez,1377,AW00012376,40,40 - 49,Regular,2013-06-04,146,2,75,3,3,147,37,0.510204081632653
Holly Raman,14478,AW00025477,86,50 and Above,Regular,2013-06-21,146,1,4,1,1,146,4,0.0273972602739726
Holly Rana,8744,AW00019743,78,50 and Above,Regular,2013-04-10,148,1,1194,3,3,148,1194,8.06756756756757
Holly Sai,15770,AW00026769,84,50 and Above,Regular,2013-09-02,143,1,37,2,2,143,37,0.258741258741259
Holly Sanchez,3330,AW00014329,44,40 - 49,Regular,2013-01-28,151,1,92,4,4,151,92,0.609271523178808
Holly Srini,3953,AW00014952,55,50 and Above,Regular,2013-03-19,149,2,4153,3,3,165,2076,25.169696969697
Holly Subram,17553,AW00028552,47,40 - 49,Regular,2013-11-16,141,1,21,1,1,141,21,0.148936170212766
Holly Suri,7287,AW00018286,48,40 - 49,Regular,2013-12-04,140,2,142,6,6,150,71,0.946666666666667
Holly Vance,16796,AW00027795,53,50 and Above,Regular,2013-07-03,145,1,1174,2,2,145,1174,8.09655172413793
Hunter Adams,7988,AW00018987,75,50 and Above,Regular,2013-01-30,151,1,120,2,2,151,120,0.794701986754967
Hunter Allen,3248,AW00014247,78,50 and Above,Regular,2014-01-10,139,1,81,3,3,139,81,0.58273381294964
Hunter Anderson,4282,AW00015281,53,50 and Above,Regular,2013-03-20,149,1,40,2,2,149,40,0.268456375838926
Hunter Baker,8720,AW00019719,61,50 and Above,Regular,2013-07-03,145,1,660,5,5,145,660,4.55172413793103
Hunter Brown,16037,AW00027036,64,50 and Above,Regular,2013-03-01,149,1,7,2,2,149,7,0.0469798657718121
Hunter Bryant,15260,AW00026259,59,50 and Above,Regular,2013-04-01,148,1,69,3,3,148,69,0.466216216216216
Hunter Butler,14954,AW00025953,44,40 - 49,Regular,2013-03-28,149,1,60,2,2,149,60,0.402684563758389
Hunter Campbell,6423,AW00017422,58,50 and Above,Regular,2013-08-01,144,2,175,7,6,145,87,1.20689655172414
Hunter Chen,11761,AW00022760,71,50 and Above,Regular,2013-04-20,148,1,549,2,2,148,549,3.70945945945946
Hunter Clark,937,AW00011936,43,40 - 49,Regular,2013-04-05,148,1,42,3,3,148,42,0.283783783783784
Hunter Coleman,14977,AW00025976,52,50 and Above,VIP,2013-07-24,145,2,5759,2,2,170,2879,33.8764705882353
Hunter Collins,7535,AW00018534,76,50 and Above,Regular,2013-03-03,149,1,55,2,2,149,55,0.369127516778524
Hunter Davis,89,AW00011088,62,50 and Above,Regular,2013-11-12,141,2,3176,7,7,151,1588,21.0331125827815
Hunter Diaz,16243,AW00027242,47,40 - 49,Regular,2012-06-24,158,1,783,1,1,158,783,4.95569620253165
Hunter Edwards,13221,AW00024220,51,50 and Above,Regular,2013-09-23,143,1,68,3,3,143,68,0.475524475524476
Hunter Evans,14494,AW00025493,55,50 and Above,Regular,2013-12-12,140,1,1243,6,6,140,1243,8.87857142857143
Hunter Flores,16211,AW00027210,59,50 and Above,Regular,2013-04-14,148,1,7,2,2,148,7,0.0472972972972973
Hunter Foster,9270,AW00020269,65,50 and Above,Regular,2013-10-28,142,1,5,1,1,142,5,0.0352112676056338
Hunter Garcia,10306,AW00021305,65,50 and Above,Regular,2013-12-19,140,2,3204,3,3,156,1602,20.5384615384615
Hunter Gonzales,15571,AW00026570,65,50 and Above,Regular,2013-12-13,140,2,1957,3,3,158,978,12.3860759493671
Hunter Gonzalez,14202,AW00025201,63,50 and Above,Regular,2013-10-21,142,1,96,4,4,142,96,0.676056338028169
Hunter Griffin,287,AW00011286,58,50 and Above,VIP,2013-01-20,151,2,5954,5,5,167,2977,35.6526946107784
Hunter Hall,10289,AW00021288,57,50 and Above,Regular,2013-04-27,148,1,15,2,2,148,15,0.101351351351351
Hunter Hayes,15580,AW00026579,46,40 - 49,Regular,2013-06-01,146,2,2840,5,5,159,1420,17.8616352201258
Hunter Henderson,3813,AW00014812,54,50 and Above,Regular,2013-05-29,147,1,64,3,3,147,64,0.435374149659864
Hunter Hernandez,2482,AW00013481,66,50 and Above,Regular,2014-01-10,139,1,31,2,2,139,31,0.223021582733813
Hunter Hill,3002,AW00014001,42,40 - 49,Regular,2013-08-08,144,1,107,3,3,144,107,0.743055555555556
Hunter Hughes,3036,AW00014035,46,40 - 49,Regular,2013-07-27,145,1,66,3,3,145,66,0.455172413793103
Hunter Jackson,1169,AW00012168,59,50 and Above,Regular,2013-08-23,144,2,73,4,3,150,36,0.486666666666667
Hunter Jai,17273,AW00028272,64,50 and Above,Regular,2013-11-12,141,1,112,4,4,141,112,0.794326241134752
Hunter Jenkins,10477,AW00021476,71,50 and Above,Regular,2013-10-23,142,1,1197,5,5,142,1197,8.42957746478873
Hunter Johnson,16550,AW00027549,59,50 and Above,Regular,2012-11-28,153,1,2071,1,1,153,2071,13.5359477124183
Hunter Jones,5499,AW00016498,44,40 - 49,Regular,2013-09-07,143,1,40,2,2,143,40,0.27972027972028
Hunter King,14420,AW00025419,52,50 and Above,Regular,2013-06-24,146,1,1250,2,2,146,1250,8.56164383561644
Hunter Kumar,14988,AW00025987,47,40 - 49,Regular,2013-10-24,142,2,4640,3,3,168,2320,27.6190476190476
Hunter Lal,16574,AW00027573,62,50 and Above,Regular,2013-11-11,141,2,4490,3,3,152,2245,29.5394736842105
Hunter Lee,4280,AW00015279,45,40 - 49,Regular,2013-10-02,142,1,57,2,2,142,57,0.401408450704225
Hunter Lewis,7782,AW00018781,48,40 - 49,Regular,2013-12-26,140,1,2362,4,4,140,2362,16.8714285714286
Hunter Li,11901,AW00022900,61,50 and Above,Regular,2013-05-16,147,1,540,1,1,147,540,3.6734693877551
Hunter Lopez,5791,AW00016790,67,50 and Above,Regular,2013-12-25,140,1,2565,5,5,140,2565,18.3214285714286
Hunter Martinez,2193,AW00013192,77,50 and Above,Regular,2013-11-09,141,1,57,2,2,141,57,0.404255319148936
Hunter McDonald,7940,AW00018939,63,50 and Above,Regular,2014-01-22,139,1,70,1,1,139,70,0.503597122302158
Hunter Miller,16994,AW00027993,73,50 and Above,Regular,2013-05-05,147,1,2,1,1,147,2,0.0136054421768707
Hunter Mitchell,6506,AW00017505,44,40 - 49,Regular,2013-05-06,147,1,7,2,2,147,7,0.0476190476190476
Hunter Moore,3898,AW00014897,64,50 and Above,Regular,2013-09-29,143,3,196,11,11,149,65,1.31543624161074
Hunter Parker,2393,AW00013392,69,50 and Above,Regular,2013-11-09,141,1,57,2,2,141,57,0.404255319148936
Hunter Patterson,11382,AW00022381,58,50 and Above,Regular,2013-05-18,147,1,29,2,2,147,29,0.197278911564626
Hunter Perez,14844,AW00025843,81,50 and Above,Regular,2013-06-23,146,1,27,2,2,146,27,0.184931506849315
Hunter Perry,16060,AW00027059,42,40 - 49,Regular,2013-02-25,150,1,119,4,4,150,119,0.793333333333333
Hunter Phillips,14042,AW00025041,44,40 - 49,Regular,2013-11-22,141,1,33,1,1,141,33,0.234042553191489
Hunter Powell,11782,AW00022781,69,50 and Above,Regular,2014-01-07,139,1,37,3,3,139,37,0.266187050359712
Hunter Roberts,17261,AW00028260,58,50 and Above,Regular,2013-06-28,146,1,7,2,2,146,7,0.0479452054794521
Hunter Robinson,156,AW00011155,44,40 - 49,Regular,2013-01-06,151,1,2320,1,1,151,2320,15.364238410596
Hunter Rodriguez,308,AW00011307,60,50 and Above,VIP,2013-02-08,150,2,5964,5,5,167,2982,35.7125748502994
Hunter Ross,13723,AW00024722,50,50 and Above,Regular,2013-09-17,143,1,34,2,2,143,34,0.237762237762238
Hunter Scott,14327,AW00025326,50,50 and Above,Regular,2013-07-06,145,1,79,3,3,145,79,0.544827586206897
Hunter Shan,2032,AW00013031,43,40 - 49,Regular,2013-03-25,149,1,22,1,1,149,22,0.147651006711409
Hunter Sharma,17608,AW00028607,63,50 and Above,Regular,2013-01-29,151,1,8,1,1,151,8,0.0529801324503311
Hunter Simmons,5982,AW00016981,50,50 and Above,Regular,2013-11-17,141,1,2318,4,4,141,2318,16.4397163120567
Hunter Smith,10508,AW00021507,63,50 and Above,Regular,2013-02-04,150,1,25,1,1,150,25,0.166666666666667
Hunter Thomas,11864,AW00022863,64,50 and Above,Regular,2013-04-19,148,1,30,1,1,148,30,0.202702702702703
Hunter Thompson,1977,AW00012976,53,50 and Above,Regular,2013-09-02,143,1,22,1,1,143,22,0.153846153846154
Hunter Turner,7855,AW00018854,60,50 and Above,Regular,2013-12-19,140,1,1755,2,2,140,1755,12.5357142857143
Hunter Walker,16101,AW00027100,44,40 - 49,Regular,2013-04-05,148,1,7,2,2,148,7,0.0472972972972973
Hunter Wang,9700,AW00020699,56,50 and Above,Regular,2013-08-04,144,1,1209,3,3,144,1209,8.39583333333333
Hunter Washington,6696,AW00017695,47,40 - 49,Regular,2013-05-02,147,1,68,3,3,147,68,0.462585034013605
Hunter Williams,6007,AW00017006,57,50 and Above,Regular,2013-11-22,141,1,2404,4,4,141,2404,17.0496453900709
Hunter Wilson,16231,AW00027230,56,50 and Above,Regular,2013-07-18,145,1,14,2,2,145,14,0.096551724137931
Hunter Wright,16478,AW00027477,42,40 - 49,Regular,2013-06-30,146,1,23,2,2,146,23,0.157534246575342
Hunter Yang,9238,AW00020237,57,50 and Above,Regular,2013-02-01,150,1,21,1,1,150,21,0.14
Ian Adams,18423,AW00029422,43,40 - 49,Regular,2013-10-14,142,1,63,2,2,142,63,0.443661971830986
Ian Alexander,15282,AW00026281,61,50 and Above,Regular,2013-12-15,140,2,3335,5,5,162,1667,20.5864197530864
Ian Allen,5032,AW00016031,72,50 and Above,Regular,2013-12-04,140,2,3750,2,2,152,1875,24.6710526315789
Ian Anderson,17861,AW00028860,48,40 - 49,Regular,2013-05-15,147,1,29,2,2,147,29,0.197278911564626
Ian Bailey,11276,AW00022275,49,40 - 49,Regular,2013-02-08,150,1,615,3,3,150,615,4.1
Ian Baker,15201,AW00026200,47,40 - 49,Regular,2013-07-04,145,2,2757,3,3,155,1378,17.7870967741935
Ian Barnes,5107,AW00016106,55,50 and Above,Regular,2014-01-13,139,3,158,9,6,146,52,1.08219178082192
Ian Bell,1508,AW00012507,52,50 and Above,Regular,2013-04-11,148,1,9,1,1,148,9,0.0608108108108108
Ian Bennett,4455,AW00015454,64,50 and Above,Regular,2013-09-05,143,2,2747,2,2,163,1373,16.8527607361963
